review_id,priority_score,reason_codes,doc_id,page_no,statement_type,row_label_raw,row_label_std,period_key,value_raw,value_num,provider,source_file,bbox,related_fact_ids,related_conflict_ids,related_validation_ids,mapping_candidates,evidence_cell_path,evidence_row_path,evidence_table_path,meta_json
REV00118,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,5,unknown,转作股本的普通股股利,转作股本的普通股股利,2022年度__上期,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0005.json,"{""cell_bbox"": [630, 1325, 858, 1364], ""row_bbox"": [133, 1325, 1083, 1366], ""table_bbox"": [132, 241, 1085, 1404]}","[""F000339""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00118_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00118_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00118_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:5:aliyun_table:0:29-29:2-2""}"
REV00119,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,5,unknown,转作股本的普通股股利,转作股本的普通股股利,2022年度__本期,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0005.json,"{""cell_bbox"": [858, 1325, 1083, 1363], ""row_bbox"": [133, 1325, 1083, 1366], ""table_bbox"": [132, 241, 1085, 1404]}","[""F000340""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00119_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00119_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00119_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:5:aliyun_table:0:29-29:3-3""}"
REV00120,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,5,unknown,"八,未分配利润","八,未分配利润",2022年度__上期,67，384，581.37,67384581.37,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0005.json,"{""cell_bbox"": [630, 1363, 858, 1401], ""row_bbox"": [133, 1362, 1084, 1404], ""table_bbox"": [132, 241, 1085, 1404]}","[""F000341""]",[],[],"ZT_131 未分配利润 (prefix_suffix_heuristic,0.758); ZT_131 未分配利润 (prefix_suffix_heuristic,0.758); ZT_131 未分配利润 (prefix_suffix_heuristic,0.758)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00120_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00120_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00120_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:5:aliyun_table:0:30-30:2-2""}"
REV00121,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,5,unknown,"八,未分配利润","八,未分配利润",2022年度__本期,79，976，915.00,79976915.0,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0005.json,"{""cell_bbox"": [856, 1362, 1084, 1401], ""row_bbox"": [133, 1362, 1084, 1404], ""table_bbox"": [132, 241, 1085, 1404]}","[""F000342""]",[],[],"ZT_131 未分配利润 (prefix_suffix_heuristic,0.758); ZT_131 未分配利润 (prefix_suffix_heuristic,0.758); ZT_131 未分配利润 (prefix_suffix_heuristic,0.758)",C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00121_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00121_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00121_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:5:aliyun_table:0:30-30:3-3""}"
REV00122,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,5,unknown,减:提取法定盈余公积,减:提取法定盈余公积,2022年度__本期,,,tencent_table_v3,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\tencent_table_v3\债务人审计报告-2022年\raw\page_0005.json,"{""cell_bbox"": [], ""row_bbox"": [], ""table_bbox"": []}","[""F000382""]",[],[],,,,,"{""source_cell_ref"":""债务人审计报告-2022年:5:tencent_table_v3:5:20-20:3-3""}"
REV00123,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,5,unknown,提取储备基金,提取储备基金,2022年度__本期,,,tencent_table_v3,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\tencent_table_v3\债务人审计报告-2022年\raw\page_0005.json,"{""cell_bbox"": [], ""row_bbox"": [], ""table_bbox"": []}","[""F000386""]",[],[],,,,,"{""source_cell_ref"":""债务人审计报告-2022年:5:tencent_table_v3:5:22-22:3-3""}"
REV00124,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,5,unknown,提取企业发展基金,提取企业发展基金,2022年度__本期,,,tencent_table_v3,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\tencent_table_v3\债务人审计报告-2022年\raw\page_0005.json,"{""cell_bbox"": [], ""row_bbox"": [], ""table_bbox"": []}","[""F000388""]",[],[],,,,,"{""source_cell_ref"":""债务人审计报告-2022年:5:tencent_table_v3:5:23-23:3-3""}"
REV00125,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,5,unknown,应付普通股股利,应付普通股股利,2022年度__上期,,,tencent_table_v3,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\tencent_table_v3\债务人审计报告-2022年\raw\page_0005.json,"{""cell_bbox"": [], ""row_bbox"": [], ""table_bbox"": []}","[""F000397""]",[],[],"ZT_085 应付股利 (token_overlap,0.633); ZT_085 应付股利 (token_overlap,0.633)",,,,"{""source_cell_ref"":""债务人审计报告-2022年:5:tencent_table_v3:5:28-28:2-2""}"
REV00126,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,5,unknown,应付普通股股利,应付普通股股利,2022年度__本期,,,tencent_table_v3,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\tencent_table_v3\债务人审计报告-2022年\raw\page_0005.json,"{""cell_bbox"": [], ""row_bbox"": [], ""table_bbox"": []}","[""F000398""]",[],[],"ZT_085 应付股利 (token_overlap,0.633); ZT_085 应付股利 (token_overlap,0.633)",,,,"{""source_cell_ref"":""债务人审计报告-2022年:5:tencent_table_v3:5:28-28:3-3""}"
REV00127,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,"销售商品,提供劳务收到的现金","销售商品,提供劳务收到的现金",2022年度__unknown,2，910，490，981.65,2910490981.65,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [507, 313, 628, 342], ""row_bbox"": [129, 313, 1087, 343], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000403""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00127_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00127_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00127_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:2-2:2-2""}"
REV00128,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,收到的税费返还,收到的税费返还,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [507, 342, 628, 371], ""row_bbox"": [129, 342, 1087, 372], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000404""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00128_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00128_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00128_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:3-3:2-2""}"
REV00129,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,收到的其他与经营活动有关的现金,收到的其他与经营活动有关的现金,2022年度__unknown,28，773，241.74,28773241.74,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [507, 371, 628, 400], ""row_bbox"": [129, 371, 1087, 400], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000405""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00129_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00129_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00129_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:4-4:2-2""}"
REV00130,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,现金流入小计,现金流入小计,2022年度__unknown,2，939，264，223.39,2939264223.39,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [507, 400, 628, 429], ""row_bbox"": [129, 399, 1087, 429], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000406""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00130_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00130_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00130_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:5-5:2-2""}"
REV00131,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,"购买商品,接受劳务支付的现金","购买商品,接受劳务支付的现金",2022年度__unknown,2，790，300，460.02,2790300460.02,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [507, 428, 628, 457], ""row_bbox"": [129, 428, 1087, 458], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000407""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00131_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00131_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00131_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:6-6:2-2""}"
REV00132,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,支付给职工以及为职工支付的现金,支付给职工以及为职工支付的现金,2022年度__unknown,5，368，259.19,5368259.19,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [505, 457, 628, 485], ""row_bbox"": [129, 457, 1087, 487], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000408""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00132_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00132_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00132_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:7-7:2-2""}"
REV00133,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,支付的各项税费,支付的各项税费,2022年度__unknown,31，607，999.37,31607999.37,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [505, 485, 626, 514], ""row_bbox"": [129, 485, 1087, 516], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000409""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00133_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00133_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00133_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:8-8:2-2""}"
REV00134,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,支付的其他与经营活动有关的现金,支付的其他与经营活动有关的现金,2022年度__unknown,441，607，465.78,441607465.78,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [505, 514, 626, 557], ""row_bbox"": [129, 514, 1087, 557], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000410""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00134_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00134_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00134_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:9-9:2-2""}"
REV00135,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,现金流出小计,现金流出小计,2022年度__unknown,3，268，884，184.36,3268884184.36,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [505, 557, 626, 585], ""row_bbox"": [129, 557, 1087, 585], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000411""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00135_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00135_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00135_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:10-10:2-2""}"
REV00136,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,"二,投资活动产生的现金流量:","二,投资活动产生的现金流量",2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [505, 613, 626, 642], ""row_bbox"": [129, 613, 1085, 642], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000413""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00136_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00136_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00136_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:12-12:2-2""}"
REV00137,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,收回投资所收到的现金,收回投资所收到的现金,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [505, 642, 626, 671], ""row_bbox"": [129, 641, 1085, 671], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000414""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00137_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00137_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00137_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:13-13:2-2""}"
REV00138,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,取得投资收益所收到的现金,取得投资收益所收到的现金,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [505, 671, 625, 700], ""row_bbox"": [129, 671, 1085, 700], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000415""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00138_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00138_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00138_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:14-14:2-2""}"
REV00139,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,"处置固定资产,无形资产和其他长期资产所收回的现金净额","处置固定资产,无形资产和其他长期资产所收回的现金净额",2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [504, 700, 625, 741], ""row_bbox"": [129, 699, 1085, 742], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000416""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00139_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00139_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00139_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:15-15:2-2""}"
REV00140,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,收到的其他与投资活动有关的现金,收到的其他与投资活动有关的现金,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [504, 741, 625, 783], ""row_bbox"": [129, 741, 1085, 784], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000417""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00140_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00140_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00140_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:16-16:2-2""}"
REV00141,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,现金流入小计,现金流入小计,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [504, 783, 625, 812], ""row_bbox"": [129, 783, 1085, 813], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000418""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00141_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00141_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00141_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:17-17:2-2""}"
REV00142,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,"购建固定资产,无形资产和其他长期资产所支付的现金","购建固定资产,无形资产和其他长期资产所支付的现金",2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [504, 812, 625, 856], ""row_bbox"": [129, 812, 1084, 858], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000419""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00142_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00142_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00142_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:18-18:2-2""}"
REV00143,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,投资所支付的现金,投资所支付的现金,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [504, 856, 625, 885], ""row_bbox"": [129, 856, 1084, 887], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000420""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00143_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00143_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00143_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:19-19:2-2""}"
REV00144,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,支付的其他与投资活动有关的现金,支付的其他与投资活动有关的现金,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [504, 885, 625, 914], ""row_bbox"": [128, 885, 1083, 916], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000421""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00144_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00144_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00144_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:20-20:2-2""}"
REV00145,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,现金流出小计,现金流出小计,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [504, 914, 625, 943], ""row_bbox"": [128, 914, 1083, 943], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000422""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00145_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00145_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00145_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:21-21:2-2""}"
REV00146,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,投资活动产生的现金流量净额,投资活动产生的现金流量净额,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [504, 943, 624, 985], ""row_bbox"": [128, 943, 1083, 985], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000423""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00146_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00146_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00146_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:22-22:2-2""}"
REV00147,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,"三,筹资活动产生的现金流量:","三,筹资活动产生的现金流量",2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [503, 985, 624, 1014], ""row_bbox"": [128, 985, 1083, 1014], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000424""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00147_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00147_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00147_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:23-23:2-2""}"
REV00148,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,吸收投资所收到的现金,吸收投资所收到的现金,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [503, 1014, 624, 1043], ""row_bbox"": [128, 1014, 1083, 1043], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000425""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00148_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00148_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00148_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:24-24:2-2""}"
REV00149,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,借款所收到的现金,借款所收到的现金,2022年度__unknown,473，900，000.00,473900000.0,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [503, 1042, 624, 1071], ""row_bbox"": [128, 1042, 1083, 1071], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000426""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00149_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00149_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00149_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:25-25:2-2""}"
REV00150,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,收到的其他与筹资活动有关的现金,收到的其他与筹资活动有关的现金,2022年度__unknown,,,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [503, 1071, 624, 1100], ""row_bbox"": [128, 1071, 1083, 1100], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000427""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00150_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00150_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00150_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:26-26:2-2""}"
REV00151,2.5,"[""mapping:unmapped""]",债务人审计报告-2022年,6,cash_flow,现金流入小计,现金流入小计,2022年度__unknown,473，900，000.00,473900000.0,aliyun_table,C:\Users\gater\Desktop\Python\finance\AutoFinance\outputs\aliyun_table\债务人审计报告-2022年\raw\page_0006.json,"{""cell_bbox"": [503, 1100, 624, 1129], ""row_bbox"": [128, 1100, 1083, 1129], ""table_bbox"": [128, 241, 1087, 1351]}","[""F000428""]",[],[],,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00151_cell.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00151_row.png,C:\Users\gater\Desktop\Python\finance\AutoFinance\normalized\review_pack\REV00151_table.png,"{""source_cell_ref"":""债务人审计报告-2022年:6:aliyun_table:0:27-27:2-2""}"
