task_id,granularity,doc_id,page_no,table_id,logical_subtable_id,bbox,reason_codes,suggested_provider,priority_score,expected_benefit,source_review_id,meta_json
REOCR00088,row,债务人审计报告-2022年,15,2,,"[162, 1270, 988, 1302]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00441,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00089,row,债务人审计报告-2022年,15,2,,"[162, 1270, 988, 1302]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00442,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00090,row,债务人审计报告-2022年,15,2,,"[162, 1270, 988, 1302]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00443,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00091,row,债务人审计报告-2022年,15,2,,"[162, 1270, 988, 1302]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00444,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00092,row,债务人审计报告-2022年,15,2,,"[161, 1301, 988, 1331]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00445,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00093,row,债务人审计报告-2022年,15,2,,"[161, 1301, 988, 1331]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00448,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00094,row,债务人审计报告-2022年,15,2,,"[161, 1330, 988, 1363]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00450,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00095,row,债务人审计报告-2022年,15,2,,"[161, 1330, 988, 1363]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00451,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00096,row,债务人审计报告-2022年,15,2,,"[161, 1360, 988, 1422]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00455,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00097,row,债务人审计报告-2022年,15,2,,"[161, 1360, 988, 1422]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00456,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00098,row,债务人审计报告-2022年,15,2,,"[161, 1418, 989, 1452]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00457,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00099,row,债务人审计报告-2022年,15,2,,"[161, 1418, 989, 1452]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00458,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00100,row,债务人审计报告-2022年,15,2,,"[161, 1418, 989, 1452]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00459,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00101,row,债务人审计报告-2022年,15,2,,"[161, 1450, 989, 1481]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00460,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00102,row,债务人审计报告-2022年,15,2,,"[161, 1450, 989, 1481]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00461,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00103,row,债务人审计报告-2022年,15,2,,"[161, 1450, 989, 1481]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00462,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00104,row,债务人审计报告-2022年,15,2,,"[161, 1479, 989, 1512]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00464,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00105,row,债务人审计报告-2022年,15,2,,"[161, 1479, 989, 1512]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00465,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00106,row,债务人审计报告-2022年,15,2,,"[161, 1479, 989, 1512]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00466,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00107,row,债务人审计报告-2022年,15,2,,"[161, 1509, 988, 1542]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00468,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00108,row,债务人审计报告-2022年,15,2,,"[161, 1509, 988, 1542]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00469,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00109,row,债务人审计报告-2022年,15,2,,"[161, 1509, 988, 1542]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00470,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00110,page,债务人审计报告-2022年,15,20,,,"[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",aliyun_table,10.0,reduce_validation_failures,REV00478,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00111,row,债务人审计报告-2022年,16,0,,"[155, 305, 999, 363]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00483,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00112,row,债务人审计报告-2022年,16,0,,"[155, 362, 999, 397]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00484,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00113,row,债务人审计报告-2022年,16,0,,"[155, 362, 999, 397]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00485,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00114,row,债务人审计报告-2022年,16,0,,"[154, 591, 999, 625]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00493,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00115,row,债务人审计报告-2022年,16,3,,"[155, 1154, 993, 1212]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00494,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00116,row,债务人审计报告-2022年,16,3,,"[155, 1154, 993, 1212]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00495,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00117,row,债务人审计报告-2022年,16,3,,"[154, 1212, 993, 1246]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00496,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00118,row,债务人审计报告-2022年,16,3,,"[154, 1277, 993, 1312]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00499,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00119,row,债务人审计报告-2022年,16,3,,"[154, 1277, 993, 1312]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00500,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00120,page,债务人审计报告-2022年,16,6,,,"[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",aliyun_table,10.0,reduce_validation_failures,REV00505,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00121,page,债务人审计报告-2022年,16,6,,,"[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",aliyun_table,10.0,reduce_validation_failures,REV00506,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00122,page,债务人审计报告-2022年,16,6,,,"[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",aliyun_table,10.0,reduce_validation_failures,REV00507,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00123,page,债务人审计报告-2022年,16,6,,,"[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",aliyun_table,10.0,reduce_validation_failures,REV00508,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00124,page,债务人审计报告-2022年,16,6,,,"[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",aliyun_table,10.0,reduce_validation_failures,REV00509,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00125,page,债务人审计报告-2022年,16,6,,,"[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",aliyun_table,10.0,reduce_validation_failures,REV00510,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00126,row,债务人审计报告-2022年,17,1,,"[159, 635, 993, 672]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00528,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00127,row,债务人审计报告-2022年,17,1,,"[159, 670, 993, 706]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00530,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00128,row,债务人审计报告-2022年,17,1,,"[161, 705, 993, 743]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00532,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00129,row,债务人审计报告-2022年,17,2,,"[159, 908, 991, 945]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00533,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00130,row,债务人审计报告-2022年,17,2,,"[158, 1013, 991, 1049]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00539,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00131,row,债务人审计报告-2022年,17,2,,"[159, 1085, 989, 1145]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00543,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00132,row,债务人审计报告-2022年,17,2,,"[159, 1085, 989, 1145]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00544,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00133,row,债务人审计报告-2022年,17,2,,"[159, 1143, 988, 1181]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00545,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00134,row,债务人审计报告-2022年,17,2,,"[159, 1143, 988, 1181]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00546,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00135,row,债务人审计报告-2022年,17,2,,"[159, 1180, 988, 1216]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00547,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00136,row,债务人审计报告-2022年,17,2,,"[159, 1214, 988, 1252]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00549,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00137,row,债务人审计报告-2022年,17,2,,"[159, 1251, 988, 1312]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00551,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00138,row,债务人审计报告-2022年,17,2,,"[159, 1251, 988, 1312]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00552,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00139,row,债务人审计报告-2022年,17,2,,"[159, 1310, 987, 1349]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00553,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00140,row,债务人审计报告-2022年,17,2,,"[159, 1347, 987, 1384]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00554,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00141,row,债务人审计报告-2022年,17,2,,"[157, 1383, 987, 1418]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00556,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00142,row,债务人审计报告-2022年,17,2,,"[157, 1418, 987, 1454]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00558,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00143,row,债务人审计报告-2022年,17,2,,"[157, 1452, 987, 1489]","[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,10.0,reduce_validation_failures,REV00561,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00144,page,债务人审计报告-2022年,17,11,,,"[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",aliyun_table,10.0,reduce_validation_failures,REV00565,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00145,page,债务人审计报告-2022年,17,7,,,"[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",aliyun_table,10.0,reduce_validation_failures,REV00578,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00146,page,债务人审计报告-2022年,17,7,,,"[""issue:suspicious_value"",""mapping:unmapped"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",aliyun_table,10.0,reduce_validation_failures,REV00579,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00147,cell,债务人审计报告-2022年,14,2,,"[659, 1020, 825, 1055]","[""issue:suspicious_value"",""quality:suspicious_numeric"",""validation:amount_legality:review""]",tencent_table_v3,7.5,reduce_validation_failures,REV00331,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00148,cell,债务人审计报告-2022年,17,1,,"[716, 601, 993, 637]","[""conflict:review_required"",""mapping:unmapped""]",tencent_table_v3,6.5,resolve_provider_conflict,REV00526,"{""conflict_ids"":[""CF00002""],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00149,page,债务人审计报告-2022年,17,5,,,"[""conflict:review_required"",""mapping:unmapped""]",aliyun_table,6.5,resolve_provider_conflict,REV00572,"{""conflict_ids"":[""CF00002""],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00150,row,债务人审计报告-2022年,4,0,,"[133, 870, 1080, 901]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00013,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00151,row,债务人审计报告-2022年,4,0,,"[133, 870, 1080, 901]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00014,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00152,row,债务人审计报告-2022年,4,0,,"[133, 899, 1080, 930]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00015,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00153,row,债务人审计报告-2022年,4,0,,"[133, 899, 1080, 930]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00016,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00154,row,债务人审计报告-2022年,4,0,,"[133, 929, 1080, 960]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00017,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00155,row,债务人审计报告-2022年,4,0,,"[133, 929, 1080, 960]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00018,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00156,row,债务人审计报告-2022年,4,0,,"[133, 1109, 1077, 1141]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00023,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00157,row,债务人审计报告-2022年,4,0,,"[133, 1109, 1077, 1141]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00024,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00158,row,债务人审计报告-2022年,4,0,,"[133, 1139, 1077, 1171]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00054,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00159,row,债务人审计报告-2022年,4,0,,"[133, 1139, 1077, 1171]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00055,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00160,row,债务人审计报告-2022年,4,0,,"[133, 1200, 1077, 1233]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00058,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00161,row,债务人审计报告-2022年,4,0,,"[133, 1200, 1077, 1233]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00059,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00162,row,债务人审计报告-2022年,4,0,,"[133, 1320, 1077, 1352]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00062,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00163,row,债务人审计报告-2022年,4,0,,"[133, 1320, 1077, 1352]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00063,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00164,row,债务人审计报告-2022年,13,2,,"[161, 891, 988, 924]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00235,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00165,row,债务人审计报告-2022年,13,2,,"[159, 922, 988, 956]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00237,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00166,row,债务人审计报告-2022年,13,2,,"[159, 955, 988, 989]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00239,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00167,row,债务人审计报告-2022年,13,2,,"[159, 987, 988, 1022]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00241,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00168,row,债务人审计报告-2022年,13,2,,"[159, 987, 988, 1022]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00242,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00169,row,债务人审计报告-2022年,13,4,,"[157, 1410, 985, 1445]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00251,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00170,row,债务人审计报告-2022年,13,4,,"[157, 1443, 985, 1476]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00253,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00171,row,债务人审计报告-2022年,13,4,,"[157, 1476, 985, 1509]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00255,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00172,row,债务人审计报告-2022年,13,4,,"[157, 1508, 984, 1543]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00257,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00173,row,债务人审计报告-2022年,13,4,,"[157, 1508, 984, 1543]","[""mapping:unmapped"",""validation:ratio_total_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00258,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00174,page,债务人审计报告-2022年,13,11,,,"[""mapping:unmapped"",""validation:ratio_total_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00260,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00175,page,债务人审计报告-2022年,13,16,,,"[""mapping:unmapped"",""validation:ratio_total_check:fail""]",aliyun_table,5.5,reduce_validation_failures,REV00272,"{""conflict_ids"":[],""has_bbox"":false,""provider"":""tencent_table_v3""}"
REOCR00176,row,债务人审计报告-2022年,14,2,,"[162, 659, 993, 693]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00291,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00177,row,债务人审计报告-2022年,14,2,,"[162, 659, 993, 693]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00293,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00178,row,债务人审计报告-2022年,14,2,,"[162, 692, 993, 725]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00294,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
REOCR00179,row,债务人审计报告-2022年,14,2,,"[162, 692, 993, 725]","[""mapping:unmapped"",""validation:subtotal_check:fail""]",tencent_table_v3,5.5,reduce_validation_failures,REV00297,"{""conflict_ids"":[],""has_bbox"":true,""provider"":""aliyun_table""}"
